"rhost";"date";"time";"timezone";"method";"request_first_line";"http_version";"final_state_code";"bytes";"referer";"user_agent";"compatibility";"MSIE";"MSIE_version";"OS";"OS_version"
"218.1.111.50";"Mar 13";"10:36:11";500;"GET";"http://www.yahoo.com/";"HTTP/1.1";403;2898;"";"Mozilla/4.0";"compatible";"MSIE";"4.01";"Windows";"95"
"218.1.111.50";"Mar 13";"10:36:12";500;"GET";"http://www.yahoo.com/";"HTTP/1.1";403;2898;"";"Mozilla/4.0";"compatible";"MSIE";"4.01";"Windows";"95"
"218.1.111.50";"Mar 13";"10:36:12";500;"GET";"http://www.yahoo.com/";"HTTP/1.1";403;2898;"";"Mozilla/4.0";"compatible";"MSIE";"4.01";"Windows";"95"
"218.1.111.50";"Mar 13";"10:36:12";500;"GET";"http://www.yahoo.com/";"HTTP/1.1";403;2898;"";"Mozilla/4.0";"compatible";"MSIE";"4.01";"Windows";"95"
"218.1.111.50";"Mar 13";"10:36:12";500;"GET";"http://www.yahoo.com/";"HTTP/1.1";403;2898;"";"Mozilla/4.0";"compatible";"MSIE";"4.01";"Windows";"95"
"218.1.111.50";"Mar 13";"10:36:12";500;"GET";"http://www.yahoo.com/";"HTTP/1.1";403;2898;"";"Mozilla/4.0";"compatible";"MSIE";"4.01";"Windows";"95"
"218.1.111.50";"Mar 13";"10:36:12";500;"GET";"http://www.yahoo.com/";"HTTP/1.1";403;2898;"";"Mozilla/4.0";"compatible";"MSIE";"4.01";"Windows";"95"
"218.1.111.50";"Mar 13";"10:36:13";500;"GET";"http://www.yahoo.com/";"HTTP/1.1";403;2898;"";"Mozilla/4.0";"compatible";"MSIE";"4.01";"Windows";"95"
"218.1.111.50";"Mar 13";"10:36:13";500;"GET";"http://www.yahoo.com/";"HTTP/1.1";403;2898;"";"Mozilla/4.0";"compatible";"MSIE";"4.01";"Windows";"95"
"218.1.111.50";"Mar 13";"10:36:13";500;"GET";"http://www.yahoo.com/";"HTTP/1.1";403;2898;"";"Mozilla/4.0";"compatible";"MSIE";"4.01";"Windows";"95"
"218.1.111.50";"Mar 13";"10:36:13";500;"GET";"http://www.yahoo.com/";"HTTP/1.1";403;2898;"";"Mozilla/4.0";"compatible";"MSIE";"4.01";"Windows";"95"
"218.1.111.50";"Mar 13";"10:36:14";500;"GET";"http://www.yahoo.com/";"HTTP/1.1";403;2898;"";"Mozilla/4.0";"compatible";"MSIE";"4.01";"Windows";"95"
"218.1.111.50";"Mar 13";"10:36:14";500;"GET";"http://www.yahoo.com/";"HTTP/1.1";403;2898;"";"Mozilla/4.0";"compatible";"MSIE";"4.01";"Windows";"95"
"218.1.111.50";"Mar 13";"10:36:14";500;"GET";"http://www.yahoo.com/";"HTTP/1.1";403;2898;"";"Mozilla/4.0";"compatible";"MSIE";"4.01";"Windows";"95"
"218.1.111.50";"Mar 13";"10:36:14";500;"GET";"http://www.yahoo.com/";"HTTP/1.1";403;2898;"";"Mozilla/4.0";"compatible";"MSIE";"4.01";"Windows";"95"
"66.131.126.31";"Mar 13";"11:21:58";500;"GET";"/";"HTTP/1.1";403;2898;"";"Mozilla/4.0";"compatible";"MSIE";"5.5";"Windows";"98"
"69.158.7.209";"Mar 13";"11:41:59";500;"GET";"/";"HTTP/1.1";403;2898;"";"Mozilla/4.0";"compatible";"MSIE";"5.5";"Windows";"98"
"213.129.21.137";"Mar 13";"13:05:33";500;"GET";"/";"HTTP/1.1";403;2898;"";"Mozilla/4.0";"compatible";"MSIE";"5.5";"Windows";"98"
"24.23.244.160";"Mar 13";"13:48:14";500;"GET";"/scripts/root.exe?/c+dir";"HTTP/1.0";404;1041;"";"";"";"";"";"";""
"24.23.244.160";"Mar 13";"13:48:16";500;"GET";"/MSADC/root.exe?/c+dir";"HTTP/1.0";404;1041;"";"";"";"";"";"";""
"24.23.244.160";"Mar 13";"13:48:18";500;"GET";"/c/winnt/system32/cmd.exe?/c+dir";"HTTP/1.0";404;1041;"";"";"";"";"";"";""
"24.23.244.160";"Mar 13";"13:48:20";500;"GET";"/d/winnt/system32/cmd.exe?/c+dir";"HTTP/1.0";404;1041;"";"";"";"";"";"";""
"24.23.244.160";"Mar 13";"13:48:22";500;"GET";"/scripts/..%255c../winnt/system32/cmd.exe?/c+dir";"HTTP/1.0";404;1041;"";"";"";"";"";"";""
"24.23.244.160";"Mar 13";"13:48:24";500;"GET";"/_vti_bin/..%255c../..%255c../..%255c../winnt/system32/cmd.exe?/c+dir";"HTTP/1.0";404;1041;"";"";"";"";"";"";""
"24.23.244.160";"Mar 13";"13:48:26";500;"GET";"/_mem_bin/..%255c../..%255c../..%255c../winnt/system32/cmd.exe?/c+dir";"HTTP/1.0";404;1041;"";"";"";"";"";"";""
"24.23.244.160";"Mar 13";"13:48:28";500;"GET";"/msadc/..%255c../..%255c../..%255c/..%c1%1c../..%c1%1c../..%c1%1c../winnt/system32/cmd.exe?/c+dir";"HTTP/1.0";404;1041;"";"";"";"";"";"";""
"24.23.244.160";"Mar 13";"13:48:29";500;"GET";"/scripts/..%c1%1c../winnt/system32/cmd.exe?/c+dir";"HTTP/1.0";404;1041;"";"";"";"";"";"";""
"24.23.244.160";"Mar 13";"13:48:31";500;"GET";"/scripts/..%c0%2f../winnt/system32/cmd.exe?/c+dir";"HTTP/1.0";404;1041;"";"";"";"";"";"";""
"24.23.244.160";"Mar 13";"13:48:32";500;"GET";"/scripts/..%c0%af../winnt/system32/cmd.exe?/c+dir";"HTTP/1.0";404;1041;"";"";"";"";"";"";""
"24.23.244.160";"Mar 13";"13:48:35";500;"GET";"/scripts/..%c1%9c../winnt/system32/cmd.exe?/c+dir";"HTTP/1.0";404;1041;"";"";"";"";"";"";""
"24.23.244.160";"Mar 13";"13:48:36";500;"GET";"/scripts/..%%35%63../winnt/system32/cmd.exe?/c+dir";"HTTP/1.0";400;974;"";"";"";"";"";"";""
"24.23.244.160";"Mar 13";"13:48:38";500;"GET";"/scripts/..%%35c../winnt/system32/cmd.exe?/c+dir";"HTTP/1.0";400;974;"";"";"";"";"";"";""
"24.23.244.160";"Mar 13";"13:48:40";500;"GET";"/scripts/..%25%35%63../winnt/system32/cmd.exe?/c+dir";"HTTP/1.0";404;1041;"";"";"";"";"";"";""
"24.23.244.160";"Mar 13";"13:48:42";500;"GET";"/scripts/..%252f../winnt/system32/cmd.exe?/c+dir";"HTTP/1.0";404;1041;"";"";"";"";"";"";""
"24.130.169.87";"Mar 13";"15:02:44";500;"GET";"/";"HTTP/1.1";403;2898;"";"Mozilla/4.0";"compatible";"MSIE";"5.5";"Windows";"98"
"221.237.66.208";"Mar 13";"16:01:07";500;"GET";"/";"HTTP/1.1";403;2898;"";"Mozilla/4.0";"compatible";"MSIE";"5.5";"Windows";"98"
"208.46.133.177";"Mar 13";"17:35:46";500;"GET";"/";"HTTP/1.1";403;2898;"";"Mozilla/4.0";"compatible";"MSIE";"5.5";"Windows";"98"
"218.88.202.208";"Mar 13";"18:05:51";500;"GET";"/";"HTTP/1.1";403;2898;"";"Mozilla/4.0";"compatible";"MSIE";"5.5";"Windows";"98"
"219.186.156.26";"Mar 13";"18:27:25";500;"GET";"/";"HTTP/1.1";403;2898;"";"Mozilla/4.0";"compatible";"MSIE";"5.5";"Windows";"98"
"65.202.33.226";"Mar 13";"20:16:12";500;"GET";"/";"HTTP/1.1";403;2898;"";"Mozilla/4.0";"compatible";"MSIE";"5.5";"Windows";"98"
"208.39.169.124";"Mar 13";"21:24:58";500;"GET";"/";"HTTP/1.1";403;2898;"";"Mozilla/4.0";"compatible";"MSIE";"5.5";"Windows";"98"
"220.110.29.27";"Mar 13";"22:11:45";500;"GET";"/";"HTTP/1.1";400;308;"";"";"";"";"";"";""
"220.110.29.27";"Mar 13";"22:11:45";500;"GET";"/";"HTTP/1.1";400;308;"";"";"";"";"";"";""
"220.110.29.27";"Mar 13";"22:11:45";500;"GET";"/";"HTTP/1.1";400;308;"";"";"";"";"";"";""
"220.110.29.27";"Mar 13";"22:11:46";500;"GET";"/";"HTTP/1.1";400;308;"";"";"";"";"";"";""
"220.110.29.27";"Mar 13";"22:11:46";500;"GET";"/";"HTTP/1.1";400;308;"";"";"";"";"";"";""
"220.110.29.27";"Mar 13";"22:11:46";500;"GET";"/";"HTTP/1.1";400;308;"";"";"";"";"";"";""
"220.110.29.27";"Mar 13";"22:11:46";500;"GET";"/";"HTTP/1.1";400;308;"";"";"";"";"";"";""
"220.110.29.27";"Mar 13";"22:11:46";500;"GET";"/";"HTTP/1.1";400;308;"";"";"";"";"";"";""
"220.110.29.27";"Mar 13";"22:11:46";500;"GET";"/";"HTTP/1.1";400;308;"";"";"";"";"";"";""
"220.110.29.27";"Mar 13";"22:11:46";500;"GET";"/";"HTTP/1.1";400;308;"";"";"";"";"";"";""
"220.110.29.27";"Mar 13";"22:11:47";500;"GET";"/";"HTTP/1.1";400;308;"";"";"";"";"";"";""
"220.110.29.27";"Mar 13";"22:11:47";500;"GET";"/";"HTTP/1.1";400;308;"";"";"";"";"";"";""
"220.110.29.27";"Mar 13";"22:11:47";500;"GET";"/";"HTTP/1.1";400;308;"";"";"";"";"";"";""
"220.110.29.27";"Mar 13";"22:11:47";500;"GET";"/";"HTTP/1.1";400;308;"";"";"";"";"";"";""
"220.110.29.27";"Mar 13";"22:11:47";500;"GET";"/";"HTTP/1.1";400;308;"";"";"";"";"";"";""
"220.110.29.27";"Mar 13";"22:11:47";500;"GET";"/";"HTTP/1.1";400;308;"";"";"";"";"";"";""
"220.110.29.27";"Mar 13";"22:11:47";500;"GET";"/";"HTTP/1.1";400;308;"";"";"";"";"";"";""
"220.110.29.27";"Mar 13";"22:11:47";500;"GET";"/";"HTTP/1.1";400;308;"";"";"";"";"";"";""
"220.110.29.27";"Mar 13";"22:11:47";500;"GET";"/";"HTTP/1.1";400;308;"";"";"";"";"";"";""
"220.110.29.27";"Mar 13";"22:11:47";500;"GET";"/";"HTTP/1.1";400;308;"";"";"";"";"";"";""
"220.110.29.27";"Mar 13";"22:11:47";500;"GET";"/";"HTTP/1.1";400;308;"";"";"";"";"";"";""
"220.110.29.27";"Mar 13";"22:11:48";500;"GET";"/";"HTTP/1.1";400;308;"";"";"";"";"";"";""
"220.110.29.27";"Mar 13";"22:11:48";500;"GET";"/";"HTTP/1.1";400;308;"";"";"";"";"";"";""
"61.205.6.71";"Mar 13";"22:38:31";500;"GET";"/";"HTTP/1.1";403;2898;"";"Mozilla/4.0";"compatible";"MSIE";"5.5";"Windows";"98"
"68.191.137.235";"Mar 14";"00:07:32";500;"GET";"/";"HTTP/1.1";403;2898;"";"Mozilla/4.0";"compatible";"MSIE";"5.5";"Windows";"98"
"157.91.44.1";"Mar 14";"02:48:41";500;"GET";"/";"HTTP/1.1";403;2898;"";"Mozilla/4.0";"compatible";"MSIE";"5.5";"Windows";"98"
"209.213.220.227";"Mar 14";"04:11:06";500;"GET";"/";"HTTP/1.1";403;2898;"";"Mozilla/4.0";"compatible";"MSIE";"5.5";"Windows";"98"
"218.201.121.99";"Mar 14";"04:46:54";500;"GET";"/";"HTTP/1.1";403;2898;"";"Mozilla/4.0";"compatible";"MSIE";"5.5";"Windows";"98"
"222.166.160.63";"Mar 14";"06:53:25";500;"GET";"/";"HTTP/1.1";403;2898;"";"Mozilla/4.0";"compatible";"MSIE";"5.5";"Windows";"98"
"66.21.127.198";"Mar 14";"08:43:55";500;"GET";"/";"HTTP/1.1";403;2898;"";"Mozilla/4.0";"compatible";"MSIE";"5.5";"Windows";"98"
"24.185.27.145";"Mar 14";"10:40:23";500;"GET";"/";"HTTP/1.1";403;2898;"";"Mozilla/4.0";"compatible";"MSIE";"5.5";"Windows";"98"
"69.246.7.31";"Mar 14";"11:12:40";500;"GET";"/scripts/root.exe?/c+dir";"HTTP/1.0";404;1041;"";"";"";"";"";"";""
"69.246.7.31";"Mar 14";"11:12:40";500;"GET";"/MSADC/root.exe?/c+dir";"HTTP/1.0";404;1041;"";"";"";"";"";"";""
"69.246.7.31";"Mar 14";"11:12:40";500;"GET";"/c/winnt/system32/cmd.exe?/c+dir";"HTTP/1.0";404;1041;"";"";"";"";"";"";""
"69.246.7.31";"Mar 14";"11:12:41";500;"GET";"/d/winnt/system32/cmd.exe?/c+dir";"HTTP/1.0";404;1041;"";"";"";"";"";"";""
"69.246.7.31";"Mar 14";"11:12:41";500;"GET";"/scripts/..%255c../winnt/system32/cmd.exe?/c+dir";"HTTP/1.0";404;1041;"";"";"";"";"";"";""
"69.246.7.31";"Mar 14";"11:12:41";500;"GET";"/_vti_bin/..%255c../..%255c../..%255c../winnt/system32/cmd.exe?/c+dir";"HTTP/1.0";404;1041;"";"";"";"";"";"";""
"69.246.7.31";"Mar 14";"11:12:42";500;"GET";"/_mem_bin/..%255c../..%255c../..%255c../winnt/system32/cmd.exe?/c+dir";"HTTP/1.0";404;1041;"";"";"";"";"";"";""
"69.246.7.31";"Mar 14";"11:12:42";500;"GET";"/msadc/..%255c../..%255c../..%255c/..%c1%1c../..%c1%1c../..%c1%1c../winnt/system32/cmd.exe?/c+dir";"HTTP/1.0";404;1041;"";"";"";"";"";"";""
"69.246.7.31";"Mar 14";"11:12:42";500;"GET";"/scripts/..%c1%1c../winnt/system32/cmd.exe?/c+dir";"HTTP/1.0";404;1041;"";"";"";"";"";"";""
"69.246.7.31";"Mar 14";"11:12:42";500;"GET";"/scripts/..%c0%2f../winnt/system32/cmd.exe?/c+dir";"HTTP/1.0";404;1041;"";"";"";"";"";"";""
"69.246.7.31";"Mar 14";"11:12:42";500;"GET";"/scripts/..%c0%af../winnt/system32/cmd.exe?/c+dir";"HTTP/1.0";404;1041;"";"";"";"";"";"";""
"69.246.7.31";"Mar 14";"11:12:43";500;"GET";"/scripts/..%c1%9c../winnt/system32/cmd.exe?/c+dir";"HTTP/1.0";404;1041;"";"";"";"";"";"";""
"69.246.7.31";"Mar 14";"11:12:43";500;"GET";"/scripts/..%%35%63../winnt/system32/cmd.exe?/c+dir";"HTTP/1.0";400;974;"";"";"";"";"";"";""
"69.246.7.31";"Mar 14";"11:12:43";500;"GET";"/scripts/..%%35c../winnt/system32/cmd.exe?/c+dir";"HTTP/1.0";400;974;"";"";"";"";"";"";""
"69.246.7.31";"Mar 14";"11:12:43";500;"GET";"/scripts/..%25%35%63../winnt/system32/cmd.exe?/c+dir";"HTTP/1.0";404;1041;"";"";"";"";"";"";""
"69.246.7.31";"Mar 14";"11:12:43";500;"GET";"/scripts/..%252f../winnt/system32/cmd.exe?/c+dir";"HTTP/1.0";404;1041;"";"";"";"";"";"";""
"67.170.0.153";"Mar 14";"14:10:36";500;"GET";"/scripts/root.exe?/c+dir";"HTTP/1.0";404;1041;"";"";"";"";"";"";""
"67.170.0.153";"Mar 14";"14:10:37";500;"GET";"/MSADC/root.exe?/c+dir";"HTTP/1.0";404;1041;"";"";"";"";"";"";""
"67.170.0.153";"Mar 14";"14:10:37";500;"GET";"/c/winnt/system32/cmd.exe?/c+dir";"HTTP/1.0";404;1041;"";"";"";"";"";"";""
"67.170.0.153";"Mar 14";"14:10:37";500;"GET";"/d/winnt/system32/cmd.exe?/c+dir";"HTTP/1.0";404;1041;"";"";"";"";"";"";""
"67.170.0.153";"Mar 14";"14:10:38";500;"GET";"/scripts/..%255c../winnt/system32/cmd.exe?/c+dir";"HTTP/1.0";404;1041;"";"";"";"";"";"";""
"67.170.0.153";"Mar 14";"14:10:41";500;"GET";"/_vti_bin/..%255c../..%255c../..%255c../winnt/system32/cmd.exe?/c+dir";"HTTP/1.0";404;1041;"";"";"";"";"";"";""
"67.170.0.153";"Mar 14";"14:10:42";500;"GET";"/_mem_bin/..%255c../..%255c../..%255c../winnt/system32/cmd.exe?/c+dir";"HTTP/1.0";404;1041;"";"";"";"";"";"";""
"67.170.0.153";"Mar 14";"14:10:42";500;"GET";"/msadc/..%255c../..%255c../..%255c/..%c1%1c../..%c1%1c../..%c1%1c../winnt/system32/cmd.exe?/c+dir";"HTTP/1.0";404;1041;"";"";"";"";"";"";""
"67.170.0.153";"Mar 14";"14:10:43";500;"GET";"/scripts/..%c1%1c../winnt/system32/cmd.exe?/c+dir";"HTTP/1.0";404;1041;"";"";"";"";"";"";""
"67.170.0.153";"Mar 14";"14:10:43";500;"GET";"/scripts/..%c0%2f../winnt/system32/cmd.exe?/c+dir";"HTTP/1.0";404;1041;"";"";"";"";"";"";""
"67.170.0.153";"Mar 14";"14:10:43";500;"GET";"/scripts/..%c0%af../winnt/system32/cmd.exe?/c+dir";"HTTP/1.0";404;1041;"";"";"";"";"";"";""
"67.170.0.153";"Mar 14";"14:10:44";500;"GET";"/scripts/..%c1%9c../winnt/system32/cmd.exe?/c+dir";"HTTP/1.0";404;1041;"";"";"";"";"";"";""
"67.170.0.153";"Mar 14";"14:10:44";500;"GET";"/scripts/..%%35%63../winnt/system32/cmd.exe?/c+dir";"HTTP/1.0";400;974;"";"";"";"";"";"";""
"67.170.0.153";"Mar 14";"14:10:44";500;"GET";"/scripts/..%%35c../winnt/system32/cmd.exe?/c+dir";"HTTP/1.0";400;974;"";"";"";"";"";"";""
"67.170.0.153";"Mar 14";"14:10:44";500;"GET";"/scripts/..%25%35%63../winnt/system32/cmd.exe?/c+dir";"HTTP/1.0";404;1041;"";"";"";"";"";"";""
"67.170.0.153";"Mar 14";"14:10:45";500;"GET";"/scripts/..%252f../winnt/system32/cmd.exe?/c+dir";"HTTP/1.0";404;1041;"";"";"";"";"";"";""
"222.166.160.3";"Mar 14";"15:13:37";500;"GET";"/";"HTTP/1.1";403;2898;"";"Mozilla/4.0";"compatible";"MSIE";"5.5";"Windows";"98"
"61.10.7.140";"Mar 14";"16:01:12";500;"GET";"/";"HTTP/1.1";403;2898;"";"Mozilla/4.0";"compatible";"MSIE";"5.5";"Windows";"98"
"61.232.252.176";"Mar 14";"17:04:27";500;"GET";"/";"HTTP/1.1";403;2898;"";"Mozilla/4.0";"compatible";"MSIE";"5.5";"Windows";"98"
"219.133.25.250";"Mar 14";"21:48:51";500;"GET";"/";"HTTP/1.1";403;2898;"";"Mozilla/4.0";"compatible";"MSIE";"5.5";"Windows";"98"
"139.68.4.4";"Mar 14";"21:50:42";500;"GET";"/";"HTTP/1.1";403;2898;"";"Mozilla/4.0";"compatible";"MSIE";"5.5";"Windows";"98"
"204.102.106.103";"Mar 14";"22:35:36";500;"GET";"/";"HTTP/1.1";403;2898;"";"Mozilla/4.0";"compatible";"MSIE";"5.5";"Windows";"98"
"61.10.7.68";"Mar 15";"01:24:48";500;"GET";"/";"HTTP/1.1";403;2898;"";"Mozilla/4.0";"compatible";"MSIE";"5.5";"Windows";"98"
"67.136.86.162";"Mar 15";"01:28:32";500;"GET";"/";"HTTP/1.1";403;2898;"";"Mozilla/4.0";"compatible";"MSIE";"5.5";"Windows";"98"
"157.91.48.191";"Mar 15";"01:46:23";500;"GET";"/";"HTTP/1.1";403;2898;"";"Mozilla/4.0";"compatible";"MSIE";"5.5";"Windows";"98"
"67.154.159.190";"Mar 15";"03:20:39";500;"GET";"/";"HTTP/1.1";403;2898;"";"Mozilla/4.0";"compatible";"MSIE";"5.5";"Windows";"98"
"81.181.146.13";"Mar 15";"05:06:49";500;"GET";"//cgi bin/awstats/awstats.pl?configdir=|%20id%20|";"HTTP/1.1";404;1050;"";"Mozilla/4.0";"compatible";"MSIE";"6";"Windows";"98"
"81.181.146.13";"Mar 15";"05:06:49";500;"GET";"//cgi bin/awstats/awstats.pl?configdir=|%20id%20|";"HTTP/1.1";404;1050;"";"Mozilla/4.0";"compatible";"MSIE";"6";"Windows";"98"
"81.181.146.13";"Mar 15";"05:06:50";500;"GET";"//cgi bin/awstats/awstats.pl?configdir=|%20id%20|";"HTTP/1.1";404;1050;"";"Mozilla/4.0";"compatible";"MSIE";"6";"Windows";"98"
"81.181.146.13";"Mar 15";"05:06:50";500;"GET";"//cgi bin/awstats/awstats.pl?configdir=|%20id%20|";"HTTP/1.1";404;1050;"";"Mozilla/4.0";"compatible";"MSIE";"6";"Windows";"98"
"81.181.146.13";"Mar 15";"05:06:51";500;"GET";"//cgi bin/awstats/awstats.pl?configdir=|%20id%20|";"HTTP/1.1";404;1050;"";"Mozilla/4.0";"compatible";"MSIE";"6";"Windows";"98"
"81.181.146.13";"Mar 15";"05:06:52";500;"GET";"//cgi bin/awstats/awstats.pl?configdir=|%20id%20|";"HTTP/1.1";404;1051;"";"Mozilla/4.0";"compatible";"MSIE";"6";"Windows";"98"
"81.181.146.13";"Mar 15";"05:06:52";500;"GET";"//cgi bin/awstats/awstats.pl?configdir=|%20id%20|";"HTTP/1.1";404;1050;"";"Mozilla/4.0";"compatible";"MSIE";"6";"Windows";"98"
"81.181.146.13";"Mar 15";"05:06:52";500;"GET";"//cgi bin/awstats/awstats.pl?configdir=|%20id%20|";"HTTP/1.1";404;1050;"";"Mozilla/4.0";"compatible";"MSIE";"6";"Windows";"98"
"81.181.146.13";"Mar 15";"05:06:53";500;"GET";"//cgi bin/awstats/awstats.pl?configdir=|%20id%20|";"HTTP/1.1";404;1050;"";"Mozilla/4.0";"compatible";"MSIE";"6";"Windows";"98"
"81.181.146.13";"Mar 15";"05:06:53";500;"GET";"//cgi bin/awstats/awstats.pl?configdir=|%20id%20|";"HTTP/1.1";404;1051;"";"Mozilla/4.0";"compatible";"MSIE";"6";"Windows";"98"
"81.181.146.13";"Mar 15";"05:06:52";500;"GET";"//cgi bin/awstats/awstats.pl?configdir=|%20id%20|";"HTTP/1.1";404;1050;"";"Mozilla/4.0";"compatible";"MSIE";"6";"Windows";"98"
"81.181.146.13";"Mar 15";"05:06:53";500;"GET";"//cgi bin/awstats/awstats.pl?configdir=|%20id%20|";"HTTP/1.1";404;1051;"";"Mozilla/4.0";"compatible";"MSIE";"6";"Windows";"98"
"81.181.146.13";"Mar 15";"05:06:52";500;"GET";"//cgi bin/awstats/awstats.pl?configdir=|%20id%20|";"HTTP/1.1";404;1051;"";"Mozilla/4.0";"compatible";"MSIE";"6";"Windows";"98"
"81.181.146.13";"Mar 15";"05:06:53";500;"GET";"//cgi bin/awstats.pl?configdir=|%20id%20|";"HTTP/1.1";500;1097;"";"Mozilla/4.0";"compatible";"MSIE";"6";"Windows";"98"
"81.181.146.13";"Mar 15";"05:06:53";500;"GET";"//cgi bin/awstats/awstats.pl?configdir=|%20id%20|";"HTTP/1.1";404;1051;"";"Mozilla/4.0";"compatible";"MSIE";"6";"Windows";"98"
"81.181.146.13";"Mar 15";"05:06:52";500;"GET";"//cgi bin/awstats.pl?configdir=|%20id%20|";"HTTP/1.1";500;1097;"";"Mozilla/4.0";"compatible";"MSIE";"6";"Windows";"98"
"81.181.146.13";"Mar 15";"05:06:52";500;"GET";"//cgi bin/awstats.pl?configdir=|%20id%20|";"HTTP/1.1";500;1097;"";"Mozilla/4.0";"compatible";"MSIE";"6";"Windows";"98"
"81.181.146.13";"Mar 15";"05:06:52";500;"GET";"//cgi bin/awstats.pl?configdir=|%20id%20|";"HTTP/1.1";500;1097;"";"Mozilla/4.0";"compatible";"MSIE";"6";"Windows";"98"
"81.181.146.13";"Mar 15";"05:06:53";500;"GET";"//cgi bin/awstats.pl?configdir=|%20id%20|";"HTTP/1.1";500;1097;"";"Mozilla/4.0";"compatible";"MSIE";"6";"Windows";"98"
"81.181.146.13";"Mar 15";"05:06:54";500;"GET";"//cgi bin/awstats.pl?configdir=|%20id%20|";"HTTP/1.1";500;1098;"";"Mozilla/4.0";"compatible";"MSIE";"6";"Windows";"98"
"81.181.146.13";"Mar 15";"05:06:54";500;"GET";"//cgi/awstats.pl?configdir=|%20id%20|";"HTTP/1.1";404;1050;"";"Mozilla/4.0";"compatible";"MSIE";"6";"Windows";"98"
"81.181.146.13";"Mar 15";"05:06:55";500;"GET";"/";"HTTP/1.1";403;2898;"";"Mozilla/4.0";"compatible";"MSIE";"6";"Windows";"98"
"81.181.146.13";"Mar 15";"05:06:55";500;"GET";"//cgi/awstats.pl?configdir=|%20id%20|";"HTTP/1.1";404;1050;"";"Mozilla/4.0";"compatible";"MSIE";"6";"Windows";"98"
"81.181.146.13";"Mar 15";"05:06:55";500;"GET";"//cgi bin/awstats.pl?configdir=|%20id%20|";"HTTP/1.1";500;1098;"";"Mozilla/4.0";"compatible";"MSIE";"6";"Windows";"98"
"81.181.146.13";"Mar 15";"05:06:55";500;"GET";"//cgi/awstats.pl?configdir=|%20id%20|";"HTTP/1.1";404;1050;"";"Mozilla/4.0";"compatible";"MSIE";"6";"Windows";"98"
"81.181.146.13";"Mar 15";"05:06:56";500;"GET";"//cgi bin/awstats.pl?configdir=|%20id%20|";"HTTP/1.1";500;1097;"";"Mozilla/4.0";"compatible";"MSIE";"6";"Windows";"98"
"81.181.146.13";"Mar 15";"05:06:56";500;"GET";"//cgi/awstats.pl?configdir=|%20id%20|";"HTTP/1.1";404;1050;"";"Mozilla/4.0";"compatible";"MSIE";"6";"Windows";"98"
"81.181.146.13";"Mar 15";"05:06:57";500;"GET";"//cgi bin/awstats.pl?configdir=|%20id%20|";"HTTP/1.1";500;1098;"";"Mozilla/4.0";"compatible";"MSIE";"6";"Windows";"98"
"81.181.146.13";"Mar 15";"05:06:57";500;"GET";"/";"HTTP/1.1";403;2898;"";"Mozilla/4.0";"compatible";"MSIE";"6";"Windows";"98"
